yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
19471,15.17,0.72,1.27,0.741534989,0.0038,0.0255,0.0315,0.0213,NaN,0.03101998,0.00095,0.018604651,0.003501738,0.007706952,0.005887148,0.000803646,0.035776667,-0.001687817,-0.012358748,NaN,0.4
19472,15.21,0.76,1.44,0.741116751,0.0038,0.0255,0.0321,0.0216,NaN,0.026472743,0.00095,0.00456621,0.000587378,0.004405602,0.006811225,0.003817236,0.034841558,0.011292944,-0.002494013,NaN,0.38
19473,15.11,0.79,1.55,0.740323399,0.008,0.0261,0.0323,0.0213,NaN,0.02405855,0.00095,0.045454546,0.009987446,-0.018147204,0.004187344,0.004326897,0.033868903,0.00550013,-0.005698305,NaN,0.37
19474,15.3,0.84,1.61,0.725325679,0.0095,0.0286,0.0352,0.0243,NaN,0.025921595,0.002,0.017391304,-0.039831736,-0.017250027,0.002452803,0.004760925,0.034505303,0.033445637,0.014226731,NaN,0.46
19481,15.08,0.85,1.71,0.841422122,0.01,0.0283,0.0353,0.0241,NaN,0.027187025,0.002375,0,0.010031671,0.017881918,0.004886523,0.005808515,0.036166884,-0.001243143,-0.014339667,NaN,0.5
19482,16.74,0.85,1.86,0.786973504,0.01,0.0276,0.0334,0.0238,NaN,0.023893669,0.0025,0.02991453,0.010106677,-0.003735165,0.002911784,0.003144237,0.034572381,0.125989454,0.112358474,NaN,0.53
19483,15.49,0.87,2.07,0.836231071,0.0109,0.0284,0.0345,0.0242,NaN,0.019128082,0.0025,0.01659751,-0.00060301,0.002672051,0.006347632,0.003053102,0.034327484,-0.063570647,-0.075195428,NaN,0.58
19484,15.2,0.93,2.29,0.840947547,0.0116,0.0279,0.0353,0.0237,NaN,0.015014554,0.002725,-0.016326531,0.01395183,0.024163457,0.007953871,0.00163301,0.034800973,-0.000491001,-0.022059845,NaN,0.68
19491,15.06,0.98,2.38,0.901750424,0.0117,0.027,0.0347,0.0227,NaN,0.014658966,0.0029,-0.012448133,0.020637417,0.00831977,0.003843559,0.002717067,0.032882954,0.003946265,-0.011981531,NaN,0.59
19492,14.16,1.02,2.4,0.953888424,0.0117,0.0271,0.0347,0.0217,NaN,0.016812418,0.002925,0.004201681,0.019752225,0.014560053,0.003204742,0.004091914,0.031414161,-0.045903006,-0.061765419,NaN,0.55
19493,15.58,1.04,2.39,0.875020547,0.0107,0.026,0.0337,0.0212,NaN,0.023343408,0.002925,0,0.01332075,0.015765267,0.003262011,0.002629813,0.029787001,0.115669494,0.100212296,NaN,0.57
19494,16.76,1.14,2.32,0.796429284,0.011,0.0258,0.0331,0.0209,NaN,0.027175585,0.002675,-0.012552301,0.009224811,-0.005813734,0.001995603,0.004252018,0.029278624,0.104726674,0.076298595,NaN,0.61
19501,17.29,1.17,2.37,0.825527785,0.0112,0.0258,0.0324,0.0215,NaN,0.029291342,0.00275,0,-0.00321602,0.006612276,0.00203947,0.00455264,0.029998623,0.048202119,0.032044594,NaN,0.64
19502,17.69,1.2,2.54,0.813447468,0.0115,0.0262,0.0328,0.0216,NaN,0.030396659,0.0028,0.008474576,0.003794125,0.000696962,0.00721099,0.004115374,0.032336994,0.035569101,0.02106132,NaN,0.72
19503,19.45,1.33,2.72,0.751457855,0.013,0.0264,0.0321,0.022,NaN,0.025914209,0.002875,0.025210084,-0.000342035,0.006784388,0.005504228,0.004031833,0.034762201,0.129242598,0.107118388,NaN,0.75
19504,20.41,1.47,2.84,0.722538442,0.0134,0.0267,0.032,0.0224,NaN,0.031358256,0.00325,0.024590164,0.000281093,0.00690625,0.006706621,0.005662515,0.03437348,0.084584318,0.054547773,NaN,0.73
19511,21.4,1.52,2.83,0.7813946,0.014,0.0278,0.0323,0.0241,NaN,0.032686771,0.00335,0.032,-0.017317126,-0.026148912,0.003582998,0.005749029,0.033164188,0.061704842,0.04671769,NaN,0.63
19512,20.96,1.56,2.72,0.800362677,0.0145,0.0294,0.0349,0.0259,NaN,0.036341121,0.0035,0.003875969,-0.01927496,-0.011676343,0.003392391,0.004064516,0.033292336,-0.008647602,-0.023301709,NaN,0.61
19513,23.26,1.52,2.51,0.716182328,0.0163,0.0284,0.0346,0.0253,NaN,0.028799506,0.003625,0.007722008,0.015645927,0.026250538,0.002244756,0.00393371,0.033404315,0.127943045,0.11242602,NaN,0.54
19514,23.77,1.41,2.44,0.721316347,0.0173,0.0301,0.0361,0.0269,NaN,0.036150788,0.004075,0.015325671,-0.018636657,-0.014830517,0.002962094,0.004146893,0.03258167,0.039643129,0.020165926,NaN,0.66
19521,24.37,1.42,2.4,0.751874119,0.0159,0.0296,0.0351,0.0263,-0.010489787,0.032094137,0.004325,-0.00754717,0.015350584,0.018916205,0.002101837,0.00332273,0.032650825,0.044465224,0.029618031,NaN,0.59
19522,24.96,1.45,2.34,0.738715088,0.017,0.0294,0.035,0.0259,0.000185194,0.02773127,0.003975,0.007604563,0.014047693,0.004303078,0.001659559,0.004430721,0.032916482,0.038274858,0.023832239,NaN,0.55
19523,24.54,1.45,2.36,0.748678911,0.0171,0.0295,0.0352,0.0277,-0.000541909,0.031038055,0.00425,0.00754717,-0.021869182,0.006095842,0.001075591,0.003504369,0.030112607,-0.004979909,-0.017758982,NaN,0.56
19524,26.57,1.41,2.4,0.694073313,0.0209,0.0297,0.0351,0.0279,-0.015942092,0.026534716,0.004275,0,0.004563611,0.005507967,0.001753025,0.003445919,0.032615038,0.102295335,0.084371914,NaN,0.7
19531,25.29,1.41,2.43,0.762496874,0.0201,0.0312,0.0357,0.0294,-0.019043495,0.024013353,0.005225,-0.003745318,-0.016244348,-0.015228506,0.001574275,0.002897312,0.03412129,-0.035682849,-0.048249541,NaN,0.62
19532,24.14,1.42,2.51,0.795496906,0.0211,0.034,0.0386,0.0301,-0.019511234,0.0274619,0.005025,0.007518797,-0.003405325,-0.017127809,0.002970454,0.002853784,0.034149794,-0.032102171,-0.045194532,NaN,0.63
19533,23.35,1.42,2.55,0.808210877,0.0179,0.0329,0.0388,0.0284,-0.016790492,0.025876606,0.005275,0.003731343,0.033089477,0.034578504,0.002368131,0.002609423,0.034596883,-0.022973263,-0.036676696,NaN,0.6
19534,24.81,1.45,2.51,0.759700961,0.016,0.0313,0.0374,0.0274,-0.013704049,0.024822272,0.004475,0,0.023114493,0.03269632,0.001366619,0.00279331,0.033956068,0.077865232,0.058916483,NaN,0.66
19541,26.94,1.47,2.55,0.804915818,0.0103,0.0286,0.0351,0.0278,0.006436874,0.022093476,0.004,0,0.039105659,0.036472058,0.001195486,0.002326738,0.032768249,0.099671169,0.085039958,NaN,0.66
19542,29.21,1.45,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.011917157,0.018357419,0.002575,0,0.017935755,-0.00133351,0.002095984,0.001838346,0.032224444,0.095900544,0.082907069,NaN,0.7
19543,32.31,1.47,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.020123728,0.016884189,0.0016,-0.003717472,0.008742008,0.009830429,0.002450063,0.002207768,0.032807746,0.116368174,0.103607154,NaN,0.61
19544,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.012768669,0.026992812,0.002525,-0.003731343,0.00448633,0.008221067,0.002648281,0.002845475,0.032513796,0.134620324,0.118143746,NaN,0.8
19551,36.58,1.56,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.011657928,0.027968342,0.002875,0,-0.023287915,-0.006885528,0.005603977,0.002822056,0.032821714,0.029533096,0.019192716,NaN,0.85
19552,41.03,1.57,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,-0.00054263,0.025363932,0.0032,0,-0.000255516,0.000994671,0.002018868,0.000454198,0.034507913,0.131615387,0.120710279,NaN,0.96
19553,43.67,1.62,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,-0.009547896,0.025633981,0.003525,0.007490637,-0.00257565,-0.000344342,0.008913603,0.000206388,0.035880725,0.068889503,0.058886049,NaN,0.83
19554,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,-0.00386799,0.02524455,0.005175,-0.003717472,0.01357159,0.011106693,0.005083761,0.000243799,0.036553571,0.054355251,0.040039731,NaN,0.98
19561,48.48,1.73,3.69,0.5310772,0.0225,0.031,0.036,0.0303,-0.006166682,0.026695068,0.00635,0,-0.006922325,-0.001763155,0.003288987,0.000741498,0.035691176,0.075560561,0.065942298,NaN,0.92
19562,46.97,1.8,3.6,0.551564593,0.0249,0.0326,0.0376,0.0299,-0.011595468,0.025671522,0.005625,0.014925373,0.013675304,-0.008148352,0.003688373,0.000939936,0.035948302,-0.022400017,-0.032086631,NaN,0.87
19563,45.35,1.84,3.46,0.571909521,0.0284,0.0356,0.0407,0.0324,-0.007985053,0.029361949,0.006225,0.007352941,-0.034405216,-0.028742448,0.002518761,0.001359354,0.03591286,-0.027815485,-0.036896515,NaN,0.69
19564,46.67,1.74,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,-0.012789935,0.026149367,0.0071,0.00729927,-0.028771081,-0.030979365,0.004393803,0.000969841,0.035529172,0.041139286,0.028315899,NaN,0.93
19571,44.11,1.73,3.4,0.599818875,0.0308,0.0366,0.0443,0.0331,-0.012454114,0.026599595,0.008025,0.007246377,0.034697252,0.034329126,0.00228828,0.001054099,0.035347097,-0.041855914,-0.053791049,NaN,0.91
19572,47.37,1.73,3.42,0.565876532,0.0329,0.0391,0.0463,0.0361,-0.010418484,0.030527691,0.0077,0.010791367,-0.042008859,-0.045798074,0.001362853,0.00217603,0.034913716,0.086308215,0.076002214,NaN,0.89
19573,42.42,1.76,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,-0.002697596,0.034362522,0.008225,0.007117438,0.003669534,-0.002503056,0.004218226,0.001116985,0.035270685,-0.095308133,-0.104202548,NaN,0.74
19574,39.99,1.79,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,0.007237596,0.034873147,0.008825,0.003533569,0.080208128,0.10426433,0.009677492,0.000667927,0.034106432,-0.052872804,-0.064740741,NaN,0.83
19581,42.1,1.77,3.14,0.668591638,0.013,0.0363,0.0468,0.0321,0.019168612,0.028935347,0.0076,0.014084507,0.011731463,0.004450256,0.002039919,0.000187321,0.031650175,0.06483569,0.053566802,NaN,0.68
19582,45.24,1.73,2.93,0.62466017,0.0083,0.0357,0.0455,0.0324,0.026814786,0.021436618,0.00325,0.003472222,0.00240263,0.015576618,0.001618081,0.000757718,0.030281102,0.085091179,0.074130679,NaN,0.68
19583,50.06,1.73,2.88,0.561371197,0.0244,0.0409,0.0487,0.038,0.015374468,0.013983478,0.002075,0,-0.080970639,-0.05596102,0.001794767,0.001397779,0.02980516,0.11677727,0.106902342,NaN,0.69
19584,55.21,1.75,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,0.009303731,0.023686832,0.0061,0,0.007395623,0.015388738,0.003036457,0.001585812,0.03077681,0.113954199,0.103864976,NaN,0.84
19591,55.44,1.77,3.11,0.516860282,0.028,0.0413,0.0485,0.0403,0.009146981,0.02498439,0.006925,0,0.005312531,0.001383673,0.00192111,0.001768307,0.031554399,0.016480347,0.008449215,NaN,0.9
19592,58.47,1.79,3.4,0.483219391,0.0321,0.0446,0.0504,0.0419,0.005750917,0.026882074,0.007,0.006920415,-0.011206344,-0.024128897,0.001835421,0.001917092,0.032250198,0.063859658,0.055496266,NaN,0.97
19593,56.88,1.81,3.43,0.492337893,0.0404,0.0452,0.0518,0.0429,0.018910024,0.030528391,0.008025,0.006872852,-0.00383529,-0.006778467,0.00326734,0.001397017,0.032880418,-0.021131332,-0.028572338,NaN,0.72
19594,59.89,1.83,3.39,0.457783797,0.0449,0.0458,0.0528,0.0447,0.022785342,0.022856304,0.0101,0.003412969,-0.013024952,0.020332612,0.00142542,0.000975372,0.032532263,0.061846544,0.052275673,NaN,0.8
19601,55.34,1.94,3.39,0.549798083,0.0331,0.0449,0.0525,0.0411,0.01166005,0.02559341,0.011225,0,0.060926043,0.043188426,0.00303881,0.000360982,0.033411421,-0.068834539,-0.076640523,NaN,0.9
19602,56.92,1.95,3.26,0.529174862,0.0246,0.0445,0.0526,0.0407,0.016683784,0.024269926,0.008275,0.006802721,0.01520599,0.009744055,0.001567673,-4.22E-06,0.033616683,0.039029587,0.030069265,NaN,0.84
19603,53.52,1.95,3.27,0.584341711,0.0248,0.0425,0.0501,0.0387,0.013177113,0.028312467,0.00615,0,0.037577341,0.031163176,0.00338641,-0.001194357,0.032746259,-0.051373884,-0.059267059,NaN,0.73
19604,58.11,1.95,3.27,0.550422965,0.0225,0.0435,0.051,0.038,0.020603343,0.022761361,0.0062,0.006756757,0.018256736,0.004129862,0.002167694,-0.001362514,0.032418155,0.095986703,0.085816941,NaN,0.8
19611,65.06,1.94,3.09,0.546679869,0.0239,0.0422,0.0502,0.0397,0.021658638,0.022737591,0.005625,0,0.005352382,0.033106079,0.001703524,-0.001214966,0.031720271,0.131528222,0.123183728,NaN,0.72
19612,64.64,1.94,3.03,0.540821101,0.0233,0.0433,0.0503,0.0404,0.021402536,0.022482126,0.005975,0,-0.000704253,-0.014702785,0.00196246,-0.001148127,0.032211083,0.000771765,-0.006541346,NaN,0.78
19613,66.73,1.96,3.05,0.527516721,0.0228,0.0445,0.0512,0.0403,0.012723061,0.024963387,0.005825,0.006711409,0.012582658,0.016624376,0.001857088,-0.002292368,0.032293391,0.039578248,0.032340214,NaN,0.75
19614,71.55,2.02,3.19,0.505922258,0.026,0.0442,0.051,0.0415,0.012046173,0.022324288,0.0057,0,-0.007477773,0.012895168,0.000964801,-0.002210744,0.033035332,0.079721918,0.070866268,NaN,0.94
19621,69.55,2.04,3.37,0.545724592,0.0272,0.0439,0.0504,0.0398,0.009050428,0.024075304,0.0065,0.003333333,0.034410385,0.028541548,0.00135612,-0.002884136,0.03342739,-0.021307872,-0.028187737,NaN,0.9
19622,54.75,2.06,3.47,0.687357469,0.0273,0.0428,0.0502,0.0401,0.011649148,0.026455442,0.0068,0.003322259,0.005140153,0.01156308,0.01809566,-0.002795277,0.034045333,-0.206304781,-0.213100067,NaN,0.88
19623,56.27,2.08,3.53,0.666344261,0.0278,0.0432,0.0503,0.0398,0.014216336,0.030601614,0.006825,0.006622517,0.013742507,0.021792279,0.003822427,-0.002921802,0.034157749,0.035159169,0.026463834,NaN,0.81
19624,63.1,2.13,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.014094938,0.01996807,0.00695,0,0.014054452,0.015372157,0.005270773,-0.002796575,0.033721849,0.134839982,0.123127261,NaN,1.08
19631,66.57,2.15,3.71,0.587528571,0.0289,0.0419,0.0488,0.0401,0.009114292,0.014380171,0.007175,0.003289474,0.00160055,0.010834925,0.001451838,-0.00299588,0.03350908,0.062453722,0.054166866,NaN,0.94
19632,69.37,2.2,3.84,0.567281575,0.0299,0.0423,0.0484,0.0407,0.008697683,0.018263203,0.007225,0.003278689,0.002999325,0.003974125,0.000886915,-0.002771582,0.034259545,0.04980746,0.041640365,NaN,1.01
19633,71.7,2.21,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.015217553,0.010313262,0.007475,0.003267974,0.005608593,0.003995288,0.001186616,-0.001524392,0.034877836,0.04060944,0.033110636,NaN,0.93
19634,75.02,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.01260624,0.00895473,0.00845,0.006514658,0.001885248,0.002985565,0.003887264,-0.001496869,0.035544171,0.057033427,0.047025259,NaN,1.14
19641,78.98,2.33,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.014636543,0.017783239,0.0088,0,0.001192296,0.007859269,0.000369752,-0.001857946,0.035912075,0.062877293,0.055293597,NaN,1.1
19642,81.69,2.38,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,0.01580571,0.02050298,0.00885,0.003236246,0.016690592,0.014569469,0.000878383,-0.00198863,0.03635571,0.04161306,0.033878888,NaN,1.16
19643,84.18,2.44,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,0.016881093,0.020403146,0.0087,0.003225807,0.007815608,0.01103797,0.00079533,-0.001953168,0.037104519,0.037683145,0.030437559,NaN,1.07
19644,84.75,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,0.01513743,0.023095369,0.008825,0.003215434,0.009025332,0.013438462,0.000751123,-0.002380573,0.037441932,0.015639121,0.006757481,NaN,1.22
19651,86.16,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.011036622,0.019134281,0.0096,0.003205128,0.01083479,0.010218099,0.00070363,-0.002137368,0.039336576,0.025982083,0.018819146,NaN,1.23
19652,84.12,2.61,4.84,0.480858957,0.038,0.0446,0.0485,0.0423,0.016279705,0.017551223,0.009825,0.009584665,0.010131891,0.00159871,0.002325898,-0.00238082,0.040206051,-0.0160191,-0.023506026,NaN,1.32
19653,89.96,2.66,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,0.007337815,0.01689539,0.0095,0,-0.00250591,-0.000203088,0.000928501,-0.001395145,0.041043757,0.077227462,0.069660294,NaN,1.21
19654,92.43,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.010485089,0.020837519,0.0098,0.006329114,-0.011289309,-0.016009439,0.000631164,-0.000812888,0.042039043,0.035487402,0.02635946,NaN,1.43
19661,89.23,2.78,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.007974674,0.01678818,0.01095,0.009433962,-0.006580144,-0.014971023,0.001419878,-0.000488877,0.043066605,-0.029994739,-0.037053543,NaN,1.38
19662,84.74,2.83,5.46,0.520974601,0.045,0.0507,0.0558,0.0477,0.00450137,0.017122956,0.011475,0.009345794,-0.01374337,0.00169271,0.002787947,-0.000666017,0.042997057,-0.042047185,-0.049910624,NaN,1.44
19663,76.56,2.89,5.51,0.585492496,0.0537,0.0549,0.0609,0.048,-0.002674405,0.016984459,0.01125,0.009259259,0.008171991,-0.02792266,0.00577933,-0.001706522,0.042794982,-0.088636267,-0.096519093,NaN,1.26
19664,80.33,2.87,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,-0.011988825,0.01720763,0.013425,0.006116208,0.049279024,0.044631161,0.003948135,-4.99E-05,0.042045956,0.060444033,0.050017025,NaN,1.47
19671,90.2,2.9,5.45,0.549550798,0.0426,0.0513,0.0585,0.0455,-0.01612723,0.014921235,0.0124,0.003039514,0.012620261,0.035976247,0.001647028,0.000718071,0.040670785,0.132053478,0.123051702,NaN,1.28
19672,90.64,2.9,5.33,0.553204845,0.0354,0.0544,0.0615,0.0507,-0.014441795,0.010152824,0.01065,0.009090909,-0.063060451,-0.053898932,0.002798169,0.001729455,0.039947581,0.013744144,0.005803252,NaN,1.32
19673,96.71,2.92,5.3,0.513564846,0.0442,0.0565,0.064,0.0517,-0.017572725,0.005599816,0.00885,0.009009009,-0.002056457,0.012829063,0.000873609,0.002264023,0.039291451,0.074457367,0.066537985,NaN,1.23
19674,96.47,2.92,5.33,0.525792445,0.0497,0.0619,0.0693,0.0556,-0.023226159,0.01436111,0.01105,0.008928571,-0.040745267,-0.042528283,0.001670584,0.002952225,0.039517308,0.005315578,-0.003055033,NaN,1.5
19681,90.2,2.95,5.44,0.566809807,0.0517,0.0611,0.0685,0.056,-0.022971327,0.012677246,0.012425,0.01179941,0.007568655,0.019446879,0.002699245,0.003403219,0.04009897,-0.058608483,-0.066155626,NaN,1.39
19682,99.58,2.99,5.57,0.530741813,0.0552,0.0628,0.0707,0.0534,-0.026590702,0.012090181,0.012925,0.011661808,0.050720855,0.020313147,0.00249361,0.002626874,0.039017522,0.112768797,0.104181757,NaN,1.45
19683,102.67,3.03,5.66,0.509195439,0.0519,0.0597,0.0679,0.0531,-0.027182249,0.018287123,0.0138,0.011527378,0.018099698,0.049808827,0.001341254,0.002411819,0.03900597,0.037983897,0.030303888,NaN,1.32
19684,103.86,3.07,5.76,0.504900662,0.0596,0.0645,0.0723,0.0598,-0.032317006,0.031961447,0.012975,0.011396011,-0.074602179,-0.060647445,0.000865344,0.002347561,0.039516112,0.019244278,0.011248621,NaN,1.6
19691,101.51,3.1,5.82,0.557040236,0.0602,0.0685,0.0751,0.062,-0.030988727,0.039508004,0.0149,0.016901409,-0.015503007,-0.022275952,0.001743998,0.002297385,0.039947855,-0.016428224,-0.023856628,NaN,1.45
19692,97.71,3.13,5.84,0.596777334,0.0644,0.0698,0.077,0.0623,-0.030839758,0.04515276,0.01505,0.013850416,0.012828105,0.013574688,0.001729547,0.001192764,0.039788456,-0.029096266,-0.037227436,NaN,1.47
19693,93.12,3.15,5.89,0.640888463,0.0709,0.0714,0.0805,0.0677,-0.03794577,0.048391224,0.0161,0.013661202,-0.052204716,-0.025864376,0.004115472,0.002174667,0.040100511,-0.039153001,-0.04687157,NaN,1.37
19694,92.06,3.16,5.78,0.651082013,0.0782,0.0772,0.0865,0.0687,-0.034173979,0.034273783,0.017725,0.016172507,0.004436121,-0.047929195,0.002426414,0.000822252,0.039296565,-0.000818424,-0.009834408,NaN,1.49
19701,89.63,3.17,5.63,0.690326769,0.0663,0.0784,0.0863,0.0661,-0.029171137,0.035841581,0.01955,0.0132626,0.049292688,0.050018966,0.003089348,-0.000431436,0.038470097,-0.017615908,-0.026113763,NaN,1.3
19702,72.72,3.18,5.52,0.793381417,0.0668,0.0848,0.0925,0.0709,-0.034547416,0.042290748,0.016575,0.015706806,-0.041754884,-0.040796589,0.012418442,-0.000252295,0.037710149,-0.18089505,-0.18913317,NaN,1.36
19703,84.21,3.19,5.36,0.712914761,0.0612,0.0809,0.0939,0.068,-0.027939336,0.037942419,0.0167,0.010309278,0.053422008,0.080975568,0.005071546,0.000875697,0.037367928,0.168241037,0.157197019,NaN,1.21
19704,92.15,3.14,5.13,0.646426358,0.0487,0.0764,0.0912,0.0648,-0.018874908,0.031461707,0.0153,0.015306122,0.058372172,0.087233864,0.002464049,0.001512501,0.035645324,0.106180563,0.096087541,NaN,1.26
19711,100.31,3.11,5.22,0.633811383,0.0338,0.0721,0.0846,0.0593,-0.028352907,0.026398845,0.012175,0.005025126,0.087836017,0.040830924,0.001485204,0.002105175,0.035560332,0.097999095,0.089495143,NaN,1.39
19712,99.7,3.1,5.32,0.643221043,0.0475,0.0764,0.0875,0.0641,-0.035524136,0.027278498,0.00845,0.015,-0.04432378,-0.029040764,0.001771371,0.001377755,0.035667919,0.00087695,-0.006804413,NaN,1.46
19713,98.34,3.09,5.43,0.64608483,0.0469,0.0744,0.0859,0.0598,-0.034075126,0.027934417,0.011875,0.004926108,0.071666223,0.042023333,0.003493921,0.001167068,0.035446484,-0.005542649,-0.013226475,NaN,1.32
19714,102.09,3.07,5.7,0.643900247,0.0401,0.0725,0.0838,0.0597,-0.033156789,0.034023359,0.011725,0.007352941,0.016373965,0.054177134,0.003711176,0.00225388,0.03579761,0.047250626,0.038725432,NaN,1.53
19721,107.2,3.07,5.81,0.645901988,0.0373,0.0724,0.0824,0.0613,-0.04184062,0.031723183,0.010025,0.00729927,-0.005775485,0.009782365,0.001323714,0.002239723,0.036543163,0.057565774,0.050082623,NaN,1.5
19722,107.14,3.07,5.97,0.654015479,0.0391,0.0723,0.082,0.0607,-0.036541008,0.034199389,0.009325,0.007246377,0.023079376,0.012922022,0.001517795,0.00154141,0.036716167,0.006902957,-0.000338525,NaN,1.62
19723,110.55,3.08,6.14,0.637385001,0.0466,0.0722,0.0809,0.0606,-0.032757608,0.032869775,0.009775,0.009592326,0.01605877,0.013353287,0.001656198,0.000883967,0.036823,0.039380685,0.032166255,NaN,1.49
19724,118.05,3.15,6.42,0.595674595,0.0507,0.0708,0.0793,0.0599,-0.046355994,0.034203484,0.01165,0.009501188,0.02256333,0.034837389,0.001863895,0.000311447,0.038135788,0.07622844,0.068422818,NaN,1.81
19731,111.52,3.17,6.8,0.676018128,0.0609,0.0729,0.0803,0.0686,-0.045417243,0.036706149,0.012675,0.018823529,-0.022797049,0.001373574,0.003337763,-0.000695859,0.039219214,-0.051041827,-0.057556083,NaN,1.88
19732,104.26,3.22,7.23,0.720974308,0.0719,0.0737,0.0813,0.071,-0.045010588,0.039013398,0.015225,0.020785219,-0.008035809,-0.003435977,0.006759664,0.000743978,0.040107046,-0.058356317,-0.065588672,NaN,2.05
19733,108.43,3.27,7.69,0.678808996,0.0829,0.0763,0.0863,0.0703,-0.042467118,0.034361226,0.017975,0.022624434,0.025719572,0.021417914,0.003898455,-5.46E-05,0.040119349,0.048836826,0.04082826,NaN,1.95
19734,97.55,3.38,8.16,0.755588463,0.0745,0.0768,0.0848,0.0726,-0.045605781,0.013007395,0.020725,0.022123894,-0.005416464,-0.007761702,0.011072831,-0.000640199,0.039818818,-0.090892298,-0.099787628,NaN,2.28
19741,93.98,3.44,8.36,0.815184013,0.0796,0.0801,0.0862,0.0783,-0.042089781,0.010399936,0.018625,0.034632035,-0.039568222,-0.034969544,0.006981114,-0.001167099,0.039196854,-0.027828121,-0.036251529,NaN,2.08
19742,86,3.5,8.74,0.860158772,0.079,0.0847,0.0927,0.0812,-0.035889453,0.00802817,0.0199,0.025104603,-0.00887109,-0.051775246,0.006128292,-0.001691767,0.038581803,-0.075534161,-0.084727105,NaN,2.43
19743,63.54,3.59,9.11,1.135440144,0.0806,0.0924,0.1018,0.0837,-0.030901139,0.005137479,0.01975,0.032653061,-0.001975728,-0.030758141,0.017520255,-0.001700144,0.037676361,-0.252154278,-0.261495551,NaN,2.32
19744,68.56,3.6,8.89,1.120018175,0.0715,0.0889,0.1063,0.076,-0.025237407,0.008771574,0.02015,0.0256917,0.098307858,0.092976184,0.017413175,-0.000830488,0.036227002,0.094655447,0.079749653,NaN,2.06
19751,83.36,3.67,8.45,0.972466315,0.0549,0.0867,0.1048,0.0824,-0.016610939,0.02046695,0.017875,0.015414258,0.00823636,0.047585842,0.008598853,-0.000704292,0.033781012,0.228211332,0.21472624,NaN,1.64
19752,95.19,3.71,7.96,0.84983902,0.0534,0.0877,0.1062,0.0813,-0.017023884,0.022961696,0.013725,0.017077799,0.031890494,0.035907364,0.005474305,-0.000805424,0.032682295,0.154134625,0.1427247,NaN,1.94
19753,83.87,3.71,7.76,0.940948254,0.0642,0.0895,0.1061,0.0862,-0.016189228,0.027919523,0.01335,0.018656716,-0.02508952,-0.032789862,0.005892165,-0.001492257,0.032778794,-0.109806463,-0.119036415,NaN,2.12
19754,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,-0.016588593,0.023711966,0.01605,0.016483517,0.076489458,0.092247151,0.004298067,-0.000465116,0.032913839,0.085394474,0.074248592,NaN,2.26
19761,102.77,3.69,8.66,0.784031217,0.05,0.0852,0.1012,0.0792,-0.019211838,0.015072131,0.0136,0.007207207,0.032109046,0.042132425,0.004465438,-0.000438798,0.033354978,0.150046477,0.139582893,NaN,2.34
19762,104.28,3.76,9.25,0.781427631,0.0541,0.0862,0.0989,0.0807,-0.017713809,0.018925031,0.0125,0.016100179,0.006479768,0.003038682,0.002915184,-0.001277583,0.03351786,0.025535206,0.015516026,NaN,2.53
19763,105.24,3.85,9.55,0.791363274,0.0508,0.0838,0.094,0.0781,-0.016234821,0.023782657,0.013525,0.014084507,0.043986016,0.055684538,0.002122363,-0.001456697,0.033961471,0.018669372,0.008972479,NaN,2.42
19764,107.46,4.05,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,-0.011334465,0.028566554,0.0127,0.010416667,0.076677282,0.075180879,0.002964146,-0.001122704,0.034310275,0.031402345,0.020149071,NaN,2.62
19771,98.42,4.19,10.08,0.868429928,0.046,0.081,0.0912,0.0772,-0.006644906,0.030338357,0.010875,0.02233677,-0.03480582,-0.02314245,0.001696038,-0.001732089,0.035232238,-0.076210938,-0.085915281,NaN,2.51
